geoid,tvdma
19161,"Sioux City, IA - NE - SD DMA"
49015,"Salt Lake City, UT - ID - WY DMA"
53019,"Spokane, WA - ID - MT - OR DMA"
30109,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
35027,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
40021,"Tulsa, OK - KS DMA"
27173,"Minneapolis - St. Paul, MN - WI DMA"
48231,"Dallas - Ft. Worth, TX DMA"
48335,"Abilene - Sweetwater, TX DMA"
48499,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
40113,"Tulsa, OK - KS DMA"
37039,"Chattanooga, TN - GA - NC DMA"
26107,"Traverse City - Cadillac, MI DMA"
21195,"Charleston - Huntington, WV - KY - OH DMA"
12067,"Tallahassee - Thomasville, FL - GA DMA"
37035,"Charlotte, NC - SC DMA"
21025,"Lexington, KY DMA"
48075,"Amarillo, TX -NM - OK DMA"
29181,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
17179,"Peoria - Bloomington, IL DMA"
48243,"Odessa - Midland, TX DMA"
51678,"Roanoke - Lynchburg, VA - WV DMA"
05135,"Jonesboro, AR - MO DMA"
08069,"Denver, CO - NE - NV - WY DMA"
37177,"Greenville - New Bern - Washington, NC DMA"
27131,"Minneapolis - St. Paul, MN - WI DMA"
29219,"St. Louis, MO - IL DMA"
21227,"Bowling Green, KY DMA"
22017,"Shreveport, LA - AR - OK - TX DMA"
46121,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
19127,"Des Moines - Ames, IA - MO DMA"
40141,"Wichita Falls & Lawton, TX - OK DMA"
37113,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
54063,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
18155,"Cincinnati, OH -IN - KY DMA"
21105,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
01061,"Dothan, AL - GA DMA"
17099,"Chicago, IL - IN DMA"
19055,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
20127,"Topeka, KS DMA"
19051,"Ottumwa - Kirksville, IA - MO DMA"
16015,"Boise, ID - OR DMA"
55081,"LaCrosse - Eau Claire, WI - MN DMA"
37143,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
12047,"Tallahassee - Thomasville, FL - GA DMA"
02170,"Anchorage, AK DMA"
18035,"Indianapolis, IN DMA"
12075,"Gainesville, FL DMA"
28045,"New Orleans, LA - MS DMA"
13315,"Macon, GA DMA"
22081,"Shreveport, LA - AR - OK - TX DMA"
47093,"Knoxville, TN - KY DMA"
23017,"Portland - Auburn, ME - NH - VT DMA"
29095,"Kansas City, MO - KS DMA"
13281,"Atlanta, GA - AL - NC DMA"
28129,"Jackson, MS DMA"
16075,"Boise, ID - OR DMA"
16079,"Spokane, WA - ID - MT - OR DMA"
37095,"Greenville - New Bern - Washington, NC DMA"
19067,"Rochester - Mason City - Austin, MN - IA DMA"
21145,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
21225,"Evansville, IN - IL - KY DMA"
46125,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
47029,"Knoxville, TN - KY DMA"
47067,"Knoxville, TN - KY DMA"
47071,"Jackson, TN DMA"
45067,"Florence - Myrtle Beach, SC - NC DMA"
22117,"New Orleans, LA - MS DMA"
29207,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
13093,"Macon, GA DMA"
27145,"Minneapolis - St. Paul, MN - WI DMA"
31155,"Omaha, NE - IA - MO DMA"
27141,"Minneapolis - St. Paul, MN - WI DMA"
46035,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
47025,"Knoxville, TN - KY DMA"
48337,"Dallas - Ft. Worth, TX DMA"
48049,"Abilene - Sweetwater, TX DMA"
55101,"Milwaukee, WI DMA"
55115,"Green Bay - Appleton, WI - MI DMA"
19009,"Des Moines - Ames, IA - MO DMA"
48207,"Abilene - Sweetwater, TX DMA"
40083,"Oklahoma City, OK DMA"
36065,"Utica, NY DMA*"
08065,"Denver, CO - NE - NV - WY DMA"
40121,"Tulsa, OK - KS DMA"
54017,"Clarksburg - Weston, WV DMA"
54105,"Charleston - Huntington, WV - KY - OH DMA"
33003,"Portland - Auburn, ME - NH - VT DMA"
54095,"Wheeling - Steubenville, WV - OH DMA"
27079,"Minneapolis - St. Paul, MN - WI DMA"
53017,"Seattle - Tacoma, WA DMA"
36009,"Buffalo, NY - PA DMA"
55027,"Milwaukee, WI DMA"
19105,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
20007,"Wichita - Hutchinson Plus, KS - NE DMA"
29169,"Springfield, MO - AR DMA"
01045,"Dothan, AL - GA DMA"
20109,"Wichita - Hutchinson Plus, KS - NE DMA"
06039,"Fresno - Visalia, CA DMA"
29075,"Kansas City, MO - KS DMA"
31009,"North Platte, NE DMA"
49009,"Salt Lake City, UT - ID - WY DMA"
56031,"Denver, CO - NE - NV - WY DMA"
37071,"Charlotte, NC - SC DMA"
35019,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
30037,"Billings, MT - ID DMA"
37101,"Raleigh - Durham, NC - VA DMA"
06085,"San Francisco - Oakland - San Jose, CA DMA"
45019,"Charleston, SC DMA"
53005,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
29001,"Ottumwa - Kirksville, IA - MO DMA"
39043,"Cleveland, OH DMA"
17183,"Champaign - Springfield - Decatur, IL DMA"
29189,"St. Louis, MO - IL DMA"
17007,"Rockford, IL DMA"
06103,"Chico - Redding, CA DMA"
55025,"Madison, WI DMA"
48151,"Abilene - Sweetwater, TX DMA"
22085,"Shreveport, LA - AR - OK - TX DMA"
17137,"Champaign - Springfield - Decatur, IL DMA"
13235,"Macon, GA DMA"
37015,"Greenville - New Bern - Washington, NC DMA"
37167,"Charlotte, NC - SC DMA"
47143,"Chattanooga, TN - GA - NC DMA"
37079,"Greenville - New Bern - Washington, NC DMA"
21131,"Tri - Cities, TN - VA - KY DMA"
24039,"Salisbury, MD - DE DMA"
17123,"Peoria - Bloomington, IL DMA"
21143,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
48095,"San Angelo, TX DMA"
48081,"San Angelo, TX DMA"
47133,"Nashville, TN - KY DMA"
26063,"Flint - Saginaw - Bay City, MI DMA"
26069,"Flint - Saginaw - Bay City, MI DMA"
13069,"Albany, GA DMA"
13299,"Jacksonville, FL - Brunswick, GA DMA"
38037,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
22051,"New Orleans, LA - MS DMA"
22103,"New Orleans, LA - MS DMA"
19083,"Des Moines - Ames, IA - MO DMA"
22023,"Lake Charles, LA DMA"
39027,"Cincinnati, OH -IN - KY DMA"
27137,"Duluth - Superior, MN - MI - WI DMA"
39093,"Cleveland, OH DMA"
19015,"Des Moines - Ames, IA - MO DMA"
48373,"Houston, TX DMA"
31051,"Sioux City, IA - NE - SD DMA"
24025,"Baltimore, MD DMA"
45037,"Augusta, GA - SC DMA"
51001,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
55015,"Green Bay - Appleton, WI - MI DMA"
21121,"Lexington, KY DMA"
26067,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
37129,"Wilmington, NC DMA"
47131,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
21035,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
51003,"Charlottesville, VA DMA"
47147,"Nashville, TN - KY DMA"
51043,"Washington, DC - MD - PA - VA - WV DMA"
53023,"Spokane, WA - ID - MT - OR DMA"
21109,"Lexington, KY DMA"
27031,"Duluth - Superior, MN - MI - WI DMA"
45073,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
22033,"Baton Rouge, LA - MS DMA"
28021,"Jackson, MS DMA"
24037,"Washington, DC - MD - PA - VA - WV DMA"
26081,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
37147,"Greenville - New Bern - Washington, NC DMA"
30009,"Billings, MT - ID DMA"
31167,"Sioux City, IA - NE - SD DMA"
13001,"Savannah, GA - SC DMA"
19099,"Des Moines - Ames, IA - MO DMA"
28153,"Hattiesburg - Laurel, MS DMA"
48101,"Amarillo, TX -NM - OK DMA"
51081,"Richmond - Petersburg, VA DMA"
12105,"Tampa - St. Petersburg - Sarasota, FL DMA"
48503,"Wichita Falls & Lawton, TX - OK DMA"
01123,"Montgomery, AL DMA"
33015,"Boston, MA - NH DMA"
08105,"Denver, CO - NE - NV - WY DMA"
19149,"Sioux City, IA - NE - SD DMA"
36123,"Rochester, NY DMA"
53033,"Seattle - Tacoma, WA DMA"
41017,"Bend, OR DMA"
19155,"Omaha, NE - IA - MO DMA"
29229,"Springfield, MO - AR DMA"
30101,"Great Falls, MT DMA"
36107,"Binghamton, NY DMA"
48287,"Austin, TX DMA"
13121,"Atlanta, GA - AL - NC DMA"
48073,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
29007,"Columbia - Jefferson City, MO DMA"
45029,"Charleston, SC DMA"
55055,"Milwaukee, WI DMA"
05055,"Jonesboro, AR - MO DMA"
48191,"Amarillo, TX -NM - OK DMA"
55013,"Minneapolis - St. Paul, MN - WI DMA"
35057,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
53049,"Seattle - Tacoma, WA DMA"
37141,"Wilmington, NC DMA"
48221,"Dallas - Ft. Worth, TX DMA"
46117,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
32031,"Reno, NV - CA DMA"
21007,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
48009,"Wichita Falls & Lawton, TX - OK DMA"
48023,"Wichita Falls & Lawton, TX - OK DMA"
48405,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
32029,"Reno, NV - CA DMA"
13249,"Columbus, GA - AL DMA"
09001,"New York, NY - CT - NJ - PA DMA"
48313,"Waco - Temple - Bryan, TX DMA"
06077,"Sacramento - Stockton - Modesto, CA DMA"
28159,"Columbus - Tupelo - West Point, MS - AL DMA"
21103,"Louisville, KY - IN DMA"
21167,"Lexington, KY DMA"
31183,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
21135,"Charleston - Huntington, WV - KY - OH DMA"
27051,"Minneapolis - St. Paul, MN - WI DMA"
28053,"Jackson, MS DMA"
01025,"Mobile, AL - Pensacola, FL - MS DMA"
20017,"Wichita - Hutchinson Plus, KS - NE DMA"
21221,"Nashville, TN - KY DMA"
01069,"Dothan, AL - GA DMA"
46003,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
02013,"Unmeasured, AK DMA"
31061,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
24029,"Baltimore, MD DMA"
20037,"Joplin - Pittsburg, MO - KS - OK DMA"
27023,"Minneapolis - St. Paul, MN - WI DMA"
46103,"Rapid City, SD - MT - NE - WY DMA"
45049,"Savannah, GA - SC DMA"
16043,"Idaho Falls - Pocatello, ID - WY DMA"
13029,"Savannah, GA - SC DMA"
51053,"Richmond - Petersburg, VA DMA"
12111,"West Palm Beach - Ft. Pierce, FL DMA"
36055,"Rochester, NY DMA"
46083,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
55017,"LaCrosse - Eau Claire, WI - MN DMA"
20207,"Joplin - Pittsburg, MO - KS - OK DMA"
21157,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
13065,"Tallahassee - Thomasville, FL - GA DMA"
13185,"Tallahassee - Thomasville, FL - GA DMA"
15005,"Honolulu, HI DMA"
15007,"Honolulu, HI DMA"
26099,"Detroit, MI DMA"
13287,"Albany, GA DMA"
17079,"Terre Haute, IN - IL DMA"
48331,"Waco - Temple - Bryan, TX DMA"
18147,"Evansville, IN - IL - KY DMA"
21099,"Bowling Green, KY DMA"
21137,"Lexington, KY DMA"
30005,"Great Falls, MT DMA"
51710,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
48389,"Odessa - Midland, TX DMA"
51155,"Roanoke - Lynchburg, VA - WV DMA"
37179,"Charlotte, NC - SC DMA"
38053,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
12091,"Mobile, AL - Pensacola, FL - MS DMA"
06001,"San Francisco - Oakland - San Jose, CA DMA"
17013,"St. Louis, MO - IL DMA"
18085,"South Bend - Elkhart, IN - MI DMA"
28103,"Columbus - Tupelo - West Point, MS - AL DMA"
05147,"Little Rock - Pine Bluff, AR DMA"
34015,"Philadelphia, PA - DE - NJ DMA"
33011,"Boston, MA - NH DMA"
30045,"Great Falls, MT DMA"
37121,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
30077,"Butte - Bozeman, MT DMA"
41053,"Portland, OR - WA DMA"
41065,"Portland, OR - WA DMA"
46105,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
19173,"Des Moines - Ames, IA - MO DMA"
01129,"Mobile, AL - Pensacola, FL - MS DMA"
39039,"Toledo, OH - MI DMA"
54025,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
17121,"St. Louis, MO - IL DMA"
51051,"Tri - Cities, TN - VA - KY DMA"
51007,"Richmond - Petersburg, VA DMA"
13243,"Columbus, GA - AL DMA"
35029,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
48355,"Corpus Christi, TX DMA"
56045,"Rapid City, SD - MT - NE - WY DMA"
17187,"Davenport - Rock Island - Moline, IA - IL DMA"
01089,"Huntsville - Decatur - Florence, AL - TN DMA"
47189,"Nashville, TN - KY DMA"
48063,"Shreveport, LA - AR - OK - TX DMA"
40067,"Wichita Falls & Lawton, TX - OK DMA"
54085,"Clarksburg - Weston, WV DMA"
19145,"Omaha, NE - IA - MO DMA"
20087,"Topeka, KS DMA"
22045,"Lafayette, LA DMA"
02158,"Unmeasured, AK DMA"
37133,"Greenville - New Bern - Washington, NC DMA"
27043,"Minneapolis - St. Paul, MN - WI DMA"
47057,"Knoxville, TN - KY DMA"
48161,"Dallas - Ft. Worth, TX DMA"
42087,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
01041,"Montgomery, AL DMA"
51520,"Tri - Cities, TN - VA - KY DMA"
48399,"Abilene - Sweetwater, TX DMA"
48443,"Odessa - Midland, TX DMA"
20153,"Wichita - Hutchinson Plus, KS - NE DMA"
20193,"Wichita - Hutchinson Plus, KS - NE DMA"
13161,"Savannah, GA - SC DMA"
19035,"Sioux City, IA - NE - SD DMA"
05145,"Little Rock - Pine Bluff, AR DMA"
28083,"Greenwood - Greenville, MS DMA"
29053,"Columbia - Jefferson City, MO DMA"
26043,"Marquette, MI DMA"
17197,"Chicago, IL - IN DMA"
48117,"Amarillo, TX -NM - OK DMA"
46011,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
29047,"Kansas City, MO - KS DMA"
28027,"Memphis, TN - AR- MS - MO DMA"
18011,"Indianapolis, IN DMA"
19057,"Davenport - Rock Island - Moline, IA - IL DMA"
19163,"Davenport - Rock Island - Moline, IA - IL DMA"
20143,"Wichita - Hutchinson Plus, KS - NE DMA"
12023,"Jacksonville, FL - Brunswick, GA DMA"
12059,"Panama City, FL DMA"
28047,"Biloxi - Gulfport, MS DMA"
47011,"Chattanooga, TN - GA - NC DMA"
27017,"Duluth - Superior, MN - MI - WI DMA"
48315,"Shreveport, LA - AR - OK - TX DMA"
36095,"Albany - Schenectady - Troy, NY - MA - VT DMA"
40117,"Tulsa, OK - KS DMA"
36007,"Binghamton, NY DMA"
48291,"Houston, TX DMA"
39009,"Charleston - Huntington, WV - KY - OH DMA"
39081,"Wheeling - Steubenville, WV - OH DMA"
54083,"Clarksburg - Weston, WV DMA"
54049,"Clarksburg - Weston, WV DMA"
34011,"Philadelphia, PA - DE - NJ DMA"
06057,"Sacramento - Stockton - Modesto, CA DMA"
55031,"Duluth - Superior, MN - MI - WI DMA"
21199,"Lexington, KY DMA"
37065,"Raleigh - Durham, NC - VA DMA"
48241,"Beaumont - Port Arthur, TX DMA"
49001,"Salt Lake City, UT - ID - WY DMA"
13213,"Chattanooga, TN - GA - NC DMA"
18075,"Ft. Wayne, IN - OH DMA"
26117,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
36083,"Albany - Schenectady - Troy, NY - MA - VT DMA"
12021,"Ft. Myers - Naples, FL DMA"
35031,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
13017,"Albany, GA DMA"
05077,"Memphis, TN - AR- MS - MO DMA"
12003,"Jacksonville, FL - Brunswick, GA DMA"
13173,"Tallahassee - Thomasville, FL - GA DMA"
20159,"Wichita - Hutchinson Plus, KS - NE DMA"
01015,"Birmingham, AL DMA"
28059,"Biloxi - Gulfport, MS DMA"
21037,"Cincinnati, OH -IN - KY DMA"
21057,"Bowling Green, KY DMA"
28107,"Memphis, TN - AR- MS - MO DMA"
48195,"Amarillo, TX -NM - OK DMA"
48071,"Houston, TX DMA"
13239,"Columbus, GA - AL DMA"
48199,"Beaumont - Port Arthur, TX DMA"
09005,"Hartford & New Haven, CT DMA"
39143,"Toledo, OH - MI DMA"
23021,"Bangor, ME DMA"
17153,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
40107,"Tulsa, OK - KS DMA"
26145,"Flint - Saginaw - Bay City, MI DMA"
35039,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
50005,"Burlington, VT - Plattsburgh, NY DMA"
51023,"Roanoke - Lynchburg, VA - WV DMA"
17119,"St. Louis, MO - IL DMA"
48085,"Dallas - Ft. Worth, TX DMA"
45001,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
31053,"Omaha, NE - IA - MO DMA"
12115,"Tampa - St. Petersburg - Sarasota, FL DMA"
55077,"Madison, WI DMA"
04015,"Phoenix, AZ DMA"
04025,"Phoenix, AZ DMA"
45051,"Florence - Myrtle Beach, SC - NC DMA"
42091,"Philadelphia, PA - DE - NJ DMA"
16061,"Spokane, WA - ID - MT - OR DMA"
51720,"Tri - Cities, TN - VA - KY DMA"
34027,"New York, NY - CT - NJ - PA DMA"
29211,"Ottumwa - Kirksville, IA - MO DMA"
20135,"Wichita - Hutchinson Plus, KS - NE DMA"
48039,"Houston, TX DMA"
51790,"Richmond - Petersburg, VA DMA"
31029,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
39113,"Dayton, OH - IN DMA"
48447,"Wichita Falls & Lawton, TX - OK DMA"
13221,"Atlanta, GA - AL - NC DMA"
05029,"Little Rock - Pine Bluff, AR DMA"
29147,"St. Joseph, MO - KS DMA"
38073,"Fargo - Valley City, ND - MN DMA"
26017,"Flint - Saginaw - Bay City, MI DMA"
47157,"Memphis, TN - AR- MS - MO DMA"
06007,"Chico - Redding, CA DMA"
27115,"Minneapolis - St. Paul, MN - WI DMA"
48021,"Austin, TX DMA"
53039,"Portland, OR - WA DMA"
53055,"Seattle - Tacoma, WA DMA"
55009,"Green Bay - Appleton, WI - MI DMA"
20205,"Joplin - Pittsburg, MO - KS - OK DMA"
22069,"Shreveport, LA - AR - OK - TX DMA"
22109,"New Orleans, LA - MS DMA"
13155,"Albany, GA DMA"
02185,"Unmeasured, AK DMA"
26011,"Flint - Saginaw - Bay City, MI DMA"
19111,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
20141,"Wichita - Hutchinson Plus, KS - NE DMA"
26047,"Traverse City - Cadillac, MI DMA"
19071,"Omaha, NE - IA - MO DMA"
23015,"Portland - Auburn, ME - NH - VT DMA"
36099,"Syracuse, NY DMA*"
21125,"Lexington, KY DMA"
47121,"Chattanooga, TN - GA - NC DMA"
29213,"Springfield, MO - AR DMA"
13269,"Columbus, GA - AL DMA"
51830,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
48415,"Abilene - Sweetwater, TX DMA"
08047,"Denver, CO - NE - NV - WY DMA"
40087,"Oklahoma City, OK DMA"
54071,"Harrisonburg, VA - WV DMA"
51139,"Washington, DC - MD - PA - VA - WV DMA"
40079,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
54089,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
37119,"Charlotte, NC - SC DMA"
34013,"New York, NY - CT - NJ - PA DMA"
29115,"Kansas City, MO - KS DMA"
13209,"Savannah, GA - SC DMA"
41055,"Portland, OR - WA DMA"
13133,"Atlanta, GA - AL - NC DMA"
46017,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
46095,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
48135,"Odessa - Midland, TX DMA"
48293,"Waco - Temple - Bryan, TX DMA"
53027,"Seattle - Tacoma, WA DMA"
54003,"Washington, DC - MD - PA - VA - WV DMA"
30067,"Billings, MT - ID DMA"
48121,"Dallas - Ft. Worth, TX DMA"
45021,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
37199,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
48387,"Shreveport, LA - AR - OK - TX DMA"
48321,"Houston, TX DMA"
27149,"Minneapolis - St. Paul, MN - WI DMA"
13301,"Augusta, GA - SC DMA"
48197,"Wichita Falls & Lawton, TX - OK DMA"
17133,"St. Louis, MO - IL DMA"
13165,"Augusta, GA - SC DMA"
21085,"Louisville, KY - IN DMA"
48363,"Dallas - Ft. Worth, TX DMA"
13149,"Atlanta, GA - AL - NC DMA"
01079,"Huntsville - Decatur - Florence, AL - TN DMA"
28093,"Memphis, TN - AR- MS - MO DMA"
20025,"Wichita - Hutchinson Plus, KS - NE DMA"
20081,"Wichita - Hutchinson Plus, KS - NE DMA"
22013,"Shreveport, LA - AR - OK - TX DMA"
13295,"Chattanooga, TN - GA - NC DMA"
19095,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
31019,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
40007,"Amarillo, TX -NM - OK DMA"
19023,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
30085,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
53015,"Portland, OR - WA DMA"
48297,"Corpus Christi, TX DMA"
29135,"Columbia - Jefferson City, MO DMA"
51193,"Washington, DC - MD - PA - VA - WV DMA"
37197,"Greensboro - H.Point - W.Salem, NC - VA DMA"
06047,"Fresno - Visalia, CA DMA"
40043,"Oklahoma City, OK DMA"
37023,"Charlotte, NC - SC DMA"
37191,"Raleigh - Durham, NC - VA DMA"
42123,"Erie, PA DMA"
05061,"Shreveport, LA - AR - OK - TX DMA"
37059,"Greensboro - H.Point - W.Salem, NC - VA DMA"
37111,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
05099,"Shreveport, LA - AR - OK - TX DMA"
08125,"Denver, CO - NE - NV - WY DMA"
48421,"Amarillo, TX -NM - OK DMA"
48463,"San Antonio, TX DMA"
39011,"Dayton, OH - IN DMA"
22015,"Shreveport, LA - AR - OK - TX DMA"
19063,"Mankato, MN - IA DMA"
20169,"Wichita - Hutchinson Plus, KS - NE DMA"
21153,"Charleston - Huntington, WV - KY - OH DMA"
48017,"Lubbock, TX DMA"
29027,"Columbia - Jefferson City, MO DMA"
56001,"Denver, CO - NE - NV - WY DMA"
56029,"Billings, MT - ID DMA"
42093,"Wilkes Barre - Scranton, PA DMA"
36081,"New York, NY - CT - NJ - PA DMA"
12121,"Tallahassee - Thomasville, FL - GA DMA"
26031,"Traverse City - Cadillac, MI DMA"
26051,"Flint - Saginaw - Bay City, MI DMA"
21173,"Lexington, KY DMA"
45057,"Charlotte, NC - SC DMA"
21123,"Louisville, KY - IN DMA"
19193,"Sioux City, IA - NE - SD DMA"
12123,"Tallahassee - Thomasville, FL - GA DMA"
17003,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
29099,"St. Louis, MO - IL DMA"
29113,"St. Louis, MO - IL DMA"
13051,"Savannah, GA - SC DMA"
12125,"Jacksonville, FL - Brunswick, GA DMA"
36037,"Buffalo, NY - PA DMA"
19041,"Sioux City, IA - NE - SD DMA"
30025,"Glendive, MT DMA"
46107,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
48109,"El Paso, TX - NM DMA"
23005,"Portland - Auburn, ME - NH - VT DMA"
48013,"San Antonio, TX DMA"
20095,"Wichita - Hutchinson Plus, KS - NE DMA"
13241,"Atlanta, GA - AL - NC DMA"
54097,"Clarksburg - Weston, WV DMA"
29215,"Springfield, MO - AR DMA"
05119,"Little Rock - Pine Bluff, AR DMA"
19047,"Omaha, NE - IA - MO DMA"
16005,"Idaho Falls - Pocatello, ID - WY DMA"
39055,"Cleveland, OH DMA"
06107,"Fresno - Visalia, CA DMA"
36117,"Rochester, NY DMA"
51163,"Roanoke - Lynchburg, VA - WV DMA"
38095,"Fargo - Valley City, ND - MN DMA"
42045,"Philadelphia, PA - DE - NJ DMA"
36063,"Buffalo, NY - PA DMA"
50003,"Albany - Schenectady - Troy, NY - MA - VT DMA"
12019,"Jacksonville, FL - Brunswick, GA DMA"
37183,"Raleigh - Durham, NC - VA DMA"
39061,"Cincinnati, OH -IN - KY DMA"
34003,"New York, NY - CT - NJ - PA DMA"
32017,"Las Vegas, NV DMA"
02180,"Unmeasured, AK DMA"
30055,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
19019,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
17043,"Chicago, IL - IN DMA"
46047,"Rapid City, SD - MT - NE - WY DMA"
27069,"Fargo - Valley City, ND - MN DMA"
13219,"Atlanta, GA - AL - NC DMA"
48493,"San Antonio, TX DMA"
31059,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
12079,"Tallahassee - Thomasville, FL - GA DMA"
18153,"Terre Haute, IN - IL DMA"
04012,"Phoenix, AZ DMA"
13027,"Tallahassee - Thomasville, FL - GA DMA"
02016,"Unmeasured, AK DMA"
02150,"Unmeasured, AK DMA"
20185,"Wichita - Hutchinson Plus, KS - NE DMA"
13271,"Macon, GA DMA"
26115,"Detroit, MI DMA"
18181,"Indianapolis, IN DMA"
18113,"Ft. Wayne, IN - OH DMA"
21139,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
13201,"Tallahassee - Thomasville, FL - GA DMA"
47103,"Huntsville - Decatur - Florence, AL - TN DMA"
21211,"Louisville, KY - IN DMA"
31185,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
42001,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
45005,"Augusta, GA - SC DMA"
47037,"Nashville, TN - KY DMA"
49047,"Salt Lake City, UT - ID - WY DMA"
49049,"Salt Lake City, UT - ID - WY DMA"
18021,"Terre Haute, IN - IL DMA"
36047,"New York, NY - CT - NJ - PA DMA"
29141,"Columbia - Jefferson City, MO DMA"
39075,"Cleveland, OH DMA"
19143,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
18079,"Louisville, KY - IN DMA"
16083,"Twin Falls, ID DMA"
17165,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
26077,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
45061,"Columbia, SC DMA"
56019,"Casper - Riverton, WY DMA"
18027,"Terre Haute, IN - IL DMA"
26055,"Traverse City - Cadillac, MI DMA"
22003,"Lake Charles, LA DMA"
46065,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
46069,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
45027,"Columbia, SC DMA"
30095,"Billings, MT - ID DMA"
47007,"Chattanooga, TN - GA - NC DMA"
21219,"Nashville, TN - KY DMA"
47183,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
29077,"Springfield, MO - AR DMA"
42077,"Philadelphia, PA - DE - NJ DMA"
31159,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
36015,"Elmira, NY - PA DMA"
36121,"Buffalo, NY - PA DMA"
